=== SPREAD MONITOR ===
Monitoring 1 pair(s)
Press Ctrl+C to stop

timestamp,pair,spread,hi_pool,tickA,tickB,ageA,ageB
# Fetching initial pool states...
2026-04-15T00:22:21.891Z,SOL/USDC,0.02203%,hi=ts=4,tickA=-24778,tickB=-24781,ageA=3.1s,ageB=0.0s
2026-04-15T00:22:25.877Z,SOL/USDC,0.02273%,hi=ts=4,tickA=-24778,tickB=-24781,ageA=0.0s,ageB=4.0s
2026-04-15T00:22:27.846Z,SOL/USDC,0.02011%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=2.0s,ageB=0.0s
2026-04-15T00:22:29.952Z,SOL/USDC,0.01851%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=4.1s,ageB=0.0s
2026-04-15T00:22:32.870Z,SOL/USDC,0.01852%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=2.9s
2026-04-15T00:22:34.004Z,SOL/USDC,0.01859%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=4.1s
2026-04-15T00:22:34.158Z,SOL/USDC,0.01929%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=4.2s
2026-04-15T00:22:34.433Z,SOL/USDC,0.02000%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=4.5s
2026-04-15T00:22:34.769Z,SOL/USDC,0.01821%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.3s,ageB=0.0s
2026-04-15T00:22:34.770Z,SOL/USDC,0.01821%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=0.0s
2026-04-15T00:22:34.879Z,SOL/USDC,0.01828%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=0.1s
2026-04-15T00:22:34.880Z,SOL/USDC,0.01835%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=0.1s
2026-04-15T00:22:34.890Z,SOL/USDC,0.01270%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=0.0s
2026-04-15T00:22:35.349Z,SOL/USDC,0.01277%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=0.5s
2026-04-15T00:22:35.492Z,SOL/USDC,0.01276%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=0.6s
2026-04-15T00:22:35.495Z,SOL/USDC,0.01276%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=0.6s
2026-04-15T00:22:35.585Z,SOL/USDC,0.01276%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=0.7s
2026-04-15T00:22:41.436Z,SOL/USDC,0.01823%,hi=ts=4,tickA=-24778,tickB=-24780,ageA=0.0s,ageB=6.5s
2026-04-15T00:22:41.473Z,SOL/USDC,0.02416%,hi=ts=4,tickA=-24777,tickB=-24780,ageA=0.0s,ageB=6.6s
2026-04-15T00:22:41.779Z,SOL/USDC,0.02640%,hi=ts=4,tickA=-24777,tickB=-24780,ageA=0.0s,ageB=6.9s
2026-04-15T00:22:42.084Z,SOL/USDC,0.02647%,hi=ts=4,tickA=-24777,tickB=-24780,ageA=0.0s,ageB=7.2s
2026-04-15T00:22:42.797Z,SOL/USDC,0.01558%,hi=ts=4,tickA=-24777,tickB=-24778,ageA=0.7s,ageB=0.0s
2026-04-15T00:22:45.857Z,SOL/USDC,0.01579%,hi=ts=4,tickA=-24777,tickB=-24778,ageA=0.0s,ageB=3.1s
2026-04-15T00:22:45.946Z,SOL/USDC,0.01614%,hi=ts=4,tickA=-24777,tickB=-24778,ageA=0.0s,ageB=3.1s
2026-04-15T00:22:45.947Z,SOL/USDC,0.01650%,hi=ts=4,tickA=-24777,tickB=-24778,ageA=0.0s,ageB=3.1s
2026-04-15T00:22:46.048Z,SOL/USDC,0.01673%,hi=ts=4,tickA=-24777,tickB=-24778,ageA=0.0s,ageB=3.3s
2026-04-15T00:22:46.096Z,SOL/USDC,0.01696%,hi=ts=4,tickA=-24777,tickB=-24778,ageA=0.0s,ageB=3.3s
2026-04-15T00:22:48.045Z,SOL/USDC,0.01896%,hi=ts=4,tickA=-24777,tickB=-24778,ageA=0.0s,ageB=5.2s
2026-04-15T00:22:48.136Z,SOL/USDC,0.02096%,hi=ts=4,tickA=-24776,tickB=-24778,ageA=0.0s,ageB=5.3s
2026-04-15T00:22:48.270Z,SOL/USDC,0.02202%,hi=ts=4,tickA=-24776,tickB=-24778,ageA=0.0s,ageB=5.5s
2026-04-15T00:22:48.307Z,SOL/USDC,0.02247%,hi=ts=4,tickA=-24776,tickB=-24778,ageA=0.0s,ageB=5.5s
2026-04-15T00:22:48.307Z,SOL/USDC,0.02618%,hi=ts=4,tickA=-24776,tickB=-24778,ageA=0.0s,ageB=5.5s
2026-04-15T00:22:48.343Z,SOL/USDC,0.02688%,hi=ts=4,tickA=-24776,tickB=-24778,ageA=0.0s,ageB=5.5s
2026-04-15T00:22:48.365Z,SOL/USDC,0.02752%,hi=ts=4,tickA=-24776,tickB=-24778,ageA=0.0s,ageB=5.6s
2026-04-15T00:22:48.407Z,SOL/USDC,0.02964%,hi=ts=4,tickA=-24775,tickB=-24778,ageA=0.0s,ageB=5.6s
2026-04-15T00:22:48.614Z,SOL/USDC,0.01766%,hi=ts=4,tickA=-24775,tickB=-24777,ageA=0.2s,ageB=0.0s
2026-04-15T00:22:49.032Z,SOL/USDC,0.01950%,hi=ts=4,tickA=-24775,tickB=-24777,ageA=0.0s,ageB=0.4s
2026-04-15T00:22:49.160Z,SOL/USDC,0.02009%,hi=ts=4,tickA=-24775,tickB=-24777,ageA=0.0s,ageB=0.5s
2026-04-15T00:22:49.345Z,SOL/USDC,0.02231%,hi=ts=4,tickA=-24775,tickB=-24777,ageA=0.0s,ageB=0.7s
2026-04-15T00:22:49.508Z,SOL/USDC,0.02266%,hi=ts=4,tickA=-24775,tickB=-24777,ageA=0.0s,ageB=0.9s
2026-04-15T00:22:49.910Z,SOL/USDC,0.01021%,hi=ts=4,tickA=-24775,tickB=-24776,ageA=0.4s,ageB=0.0s
2026-04-15T00:22:49.957Z,SOL/USDC,0.01944%,hi=ts=4,tickA=-24774,tickB=-24776,ageA=0.0s,ageB=0.0s
2026-04-15T00:22:50.054Z,SOL/USDC,0.03603%,hi=ts=4,tickA=-24772,tickB=-24776,ageA=0.0s,ageB=0.1s
2026-04-15T00:22:50.239Z,SOL/USDC,0.03667%,hi=ts=4,tickA=-24772,tickB=-24776,ageA=0.0s,ageB=0.3s
2026-04-15T00:22:50.257Z,SOL/USDC,0.03691%,hi=ts=4,tickA=-24772,tickB=-24776,ageA=0.0s,ageB=0.3s
2026-04-15T00:22:50.379Z,SOL/USDC,0.02078%,hi=ts=4,tickA=-24772,tickB=-24774,ageA=0.1s,ageB=0.0s
# --- 2026-04-15T00:22:52.106Z | updates: 227 | pools tracked: 2 ---
2026-04-15T00:22:52.881Z,SOL/USDC,0.02480%,hi=ts=4,tickA=-24772,tickB=-24774,ageA=0.0s,ageB=2.5s
2026-04-15T00:22:53.298Z,SOL/USDC,0.03404%,hi=ts=4,tickA=-24771,tickB=-24774,ageA=0.0s,ageB=2.9s
2026-04-15T00:22:53.303Z,SOL/USDC,0.02274%,hi=ts=4,tickA=-24771,tickB=-24773,ageA=0.0s,ageB=0.0s
2026-04-15T00:22:53.672Z,SOL/USDC,0.02487%,hi=ts=4,tickA=-24771,tickB=-24773,ageA=0.0s,ageB=0.4s
2026-04-15T00:22:54.894Z,SOL/USDC,0.04050%,hi=ts=4,tickA=-24769,tickB=-24773,ageA=0.0s,ageB=1.6s
2026-04-15T00:22:56.105Z,SOL/USDC,0.03091%,hi=ts=4,tickA=-24769,tickB=-24772,ageA=1.2s,ageB=0.0s
2026-04-15T00:22:56.233Z,SOL/USDC,0.00987%,hi=ts=8,tickA=-24769,tickB=-24768,ageA=1.3s,ageB=0.0s
2026-04-15T00:22:56.846Z,SOL/USDC,0.00951%,hi=ts=8,tickA=-24769,tickB=-24768,ageA=0.0s,ageB=0.6s
2026-04-15T00:22:56.860Z,SOL/USDC,0.00881%,hi=ts=8,tickA=-24769,tickB=-24768,ageA=0.0s,ageB=0.6s
2026-04-15T00:22:57.686Z,SOL/USDC,0.00879%,hi=ts=8,tickA=-24769,tickB=-24768,ageA=0.0s,ageB=1.5s
2026-04-15T00:23:08.883Z,SOL/USDC,0.01581%,hi=ts=8,tickA=-24770,tickB=-24768,ageA=0.0s,ageB=12.7s
2026-04-15T00:23:09.011Z,SOL/USDC,0.01652%,hi=ts=8,tickA=-24770,tickB=-24768,ageA=0.0s,ageB=12.8s
2026-04-15T00:23:09.656Z,SOL/USDC,0.02070%,hi=ts=8,tickA=-24770,tickB=-24768,ageA=0.0s,ageB=13.4s
2026-04-15T00:23:10.093Z,SOL/USDC,0.02077%,hi=ts=8,tickA=-24770,tickB=-24768,ageA=0.0s,ageB=13.9s
2026-04-15T00:23:10.911Z,SOL/USDC,0.02115%,hi=ts=8,tickA=-24770,tickB=-24768,ageA=0.0s,ageB=14.7s
2026-04-15T00:23:10.938Z,SOL/USDC,0.02233%,hi=ts=8,tickA=-24770,tickB=-24768,ageA=0.0s,ageB=14.7s
2026-04-15T00:23:12.622Z,SOL/USDC,0.02233%,hi=ts=8,tickA=-24770,tickB=-24768,ageA=0.0s,ageB=16.4s
2026-04-15T00:23:16.316Z,SOL/USDC,0.01063%,hi=ts=8,tickA=-24770,tickB=-24769,ageA=3.7s,ageB=0.0s
2026-04-15T00:23:18.231Z,SOL/USDC,0.01982%,hi=ts=8,tickA=-24771,tickB=-24769,ageA=0.0s,ageB=1.9s
2026-04-15T00:23:20.525Z,SOL/USDC,0.02358%,hi=ts=8,tickA=-24772,tickB=-24769,ageA=0.0s,ageB=4.2s
2026-04-15T00:23:20.604Z,SOL/USDC,0.03555%,hi=ts=8,tickA=-24773,tickB=-24769,ageA=0.0s,ageB=4.3s
2026-04-15T00:23:20.756Z,SOL/USDC,0.03611%,hi=ts=8,tickA=-24773,tickB=-24769,ageA=0.0s,ageB=4.4s
2026-04-15T00:23:20.810Z,SOL/USDC,0.04670%,hi=ts=8,tickA=-24774,tickB=-24769,ageA=0.0s,ageB=4.5s
2026-04-15T00:23:21.165Z,SOL/USDC,0.04038%,hi=ts=8,tickA=-24774,tickB=-24770,ageA=0.4s,ageB=0.0s
2026-04-15T00:23:21.216Z,SOL/USDC,0.03415%,hi=ts=8,tickA=-24774,tickB=-24771,ageA=0.4s,ageB=0.0s
2026-04-15T00:23:21.291Z,SOL/USDC,0.02586%,hi=ts=8,tickA=-24774,tickB=-24771,ageA=0.5s,ageB=0.0s
2026-04-15T00:23:21.416Z,SOL/USDC,0.01632%,hi=ts=8,tickA=-24774,tickB=-24772,ageA=0.6s,ageB=0.0s
2026-04-15T00:23:22.086Z,SOL/USDC,0.01634%,hi=ts=8,tickA=-24774,tickB=-24772,ageA=0.0s,ageB=0.7s
2026-04-15T00:23:22.086Z,SOL/USDC,0.01868%,hi=ts=8,tickA=-24774,tickB=-24772,ageA=0.0s,ageB=0.7s
2026-04-15T00:23:23.772Z,SOL/USDC,0.02207%,hi=ts=8,tickA=-24775,tickB=-24772,ageA=0.0s,ageB=2.4s
2026-04-15T00:23:23.941Z,SOL/USDC,0.02256%,hi=ts=8,tickA=-24775,tickB=-24772,ageA=0.0s,ageB=2.5s
2026-04-15T00:23:23.942Z,SOL/USDC,0.02359%,hi=ts=8,tickA=-24775,tickB=-24772,ageA=0.0s,ageB=2.5s
2026-04-15T00:23:23.943Z,SOL/USDC,0.02406%,hi=ts=8,tickA=-24775,tickB=-24772,ageA=0.0s,ageB=2.5s
2026-04-15T00:23:24.472Z,SOL/USDC,0.02509%,hi=ts=8,tickA=-24775,tickB=-24772,ageA=0.0s,ageB=3.1s
2026-04-15T00:23:24.727Z,SOL/USDC,0.01210%,hi=ts=8,tickA=-24775,tickB=-24774,ageA=0.3s,ageB=0.0s
2026-04-15T00:23:25.000Z,SOL/USDC,0.01210%,hi=ts=8,tickA=-24775,tickB=-24774,ageA=0.0s,ageB=0.3s
2026-04-15T00:23:25.387Z,SOL/USDC,0.01222%,hi=ts=8,tickA=-24775,tickB=-24774,ageA=0.0s,ageB=0.7s
2026-04-15T00:23:29.251Z,SOL/USDC,0.01357%,hi=ts=8,tickA=-24775,tickB=-24774,ageA=0.0s,ageB=4.5s
2026-04-15T00:23:29.308Z,SOL/USDC,0.01409%,hi=ts=8,tickA=-24775,tickB=-24774,ageA=0.0s,ageB=4.6s
2026-04-15T00:23:29.312Z,SOL/USDC,0.01514%,hi=ts=8,tickA=-24775,tickB=-24774,ageA=0.0s,ageB=4.6s
2026-04-15T00:23:29.348Z,SOL/USDC,0.01584%,hi=ts=8,tickA=-24775,tickB=-24774,ageA=0.0s,ageB=4.6s
2026-04-15T00:23:29.349Z,SOL/USDC,0.01654%,hi=ts=8,tickA=-24775,tickB=-24774,ageA=0.0s,ageB=4.6s
2026-04-15T00:23:29.351Z,SOL/USDC,0.01724%,hi=ts=8,tickA=-24775,tickB=-24774,ageA=0.0s,ageB=4.6s
2026-04-15T00:23:29.646Z,SOL/USDC,0.01793%,hi=ts=8,tickA=-24776,tickB=-24774,ageA=0.0s,ageB=4.9s
2026-04-15T00:23:29.738Z,SOL/USDC,0.01863%,hi=ts=8,tickA=-24776,tickB=-24774,ageA=0.0s,ageB=5.0s
2026-04-15T00:23:31.220Z,SOL/USDC,0.01875%,hi=ts=8,tickA=-24776,tickB=-24774,ageA=0.0s,ageB=6.5s
2026-04-15T00:23:32.389Z,SOL/USDC,0.01946%,hi=ts=8,tickA=-24776,tickB=-24774,ageA=0.0s,ageB=7.7s
2026-04-15T00:23:32.389Z,SOL/USDC,0.02016%,hi=ts=8,tickA=-24776,tickB=-24774,ageA=0.0s,ageB=7.7s
2026-04-15T00:23:32.502Z,SOL/USDC,0.02086%,hi=ts=8,tickA=-24776,tickB=-24774,ageA=0.0s,ageB=7.8s
2026-04-15T00:23:32.509Z,SOL/USDC,0.02093%,hi=ts=8,tickA=-24776,tickB=-24774,ageA=0.0s,ageB=7.8s
2026-04-15T00:23:32.708Z,SOL/USDC,0.01740%,hi=ts=8,tickA=-24776,tickB=-24774,ageA=0.2s,ageB=0.0s
2026-04-15T00:23:32.863Z,SOL/USDC,0.02301%,hi=ts=8,tickA=-24776,tickB=-24774,ageA=0.0s,ageB=0.2s
2026-04-15T00:23:32.865Z,SOL/USDC,0.01720%,hi=ts=8,tickA=-24776,tickB=-24775,ageA=0.0s,ageB=0.0s
2026-04-15T00:23:36.261Z,SOL/USDC,0.01718%,hi=ts=8,tickA=-24776,tickB=-24775,ageA=0.0s,ageB=3.4s
2026-04-15T00:23:48.715Z,SOL/USDC,0.02016%,hi=ts=8,tickA=-24777,tickB=-24775,ageA=0.0s,ageB=15.8s
2026-04-15T00:23:48.794Z,SOL/USDC,0.02254%,hi=ts=8,tickA=-24777,tickB=-24775,ageA=0.0s,ageB=15.9s
2026-04-15T00:23:48.829Z,SOL/USDC,0.02455%,hi=ts=8,tickA=-24777,tickB=-24775,ageA=0.0s,ageB=16.0s
2026-04-15T00:23:48.896Z,SOL/USDC,0.02558%,hi=ts=8,tickA=-24777,tickB=-24775,ageA=0.0s,ageB=16.0s
2026-04-15T00:23:48.896Z,SOL/USDC,0.02661%,hi=ts=8,tickA=-24777,tickB=-24775,ageA=0.0s,ageB=16.0s
2026-04-15T00:23:48.909Z,SOL/USDC,0.02710%,hi=ts=8,tickA=-24777,tickB=-24775,ageA=0.0s,ageB=16.0s
2026-04-15T00:23:49.084Z,SOL/USDC,0.02757%,hi=ts=8,tickA=-24777,tickB=-24775,ageA=0.0s,ageB=16.2s
2026-04-15T00:23:49.132Z,SOL/USDC,0.02803%,hi=ts=8,tickA=-24777,tickB=-24775,ageA=0.0s,ageB=16.3s
2026-04-15T00:23:49.149Z,SOL/USDC,0.02838%,hi=ts=8,tickA=-24777,tickB=-24775,ageA=0.0s,ageB=16.3s
2026-04-15T00:23:49.207Z,SOL/USDC,0.02944%,hi=ts=8,tickA=-24778,tickB=-24775,ageA=0.0s,ageB=16.3s
2026-04-15T00:23:49.254Z,SOL/USDC,0.02979%,hi=ts=8,tickA=-24778,tickB=-24775,ageA=0.0s,ageB=16.4s
2026-04-15T00:23:49.255Z,SOL/USDC,0.03015%,hi=ts=8,tickA=-24778,tickB=-24775,ageA=0.0s,ageB=16.4s
2026-04-15T00:23:49.256Z,SOL/USDC,0.03064%,hi=ts=8,tickA=-24778,tickB=-24775,ageA=0.0s,ageB=16.4s
2026-04-15T00:23:49.316Z,SOL/USDC,0.03128%,hi=ts=8,tickA=-24778,tickB=-24775,ageA=0.0s,ageB=16.5s
2026-04-15T00:23:49.325Z,SOL/USDC,0.03175%,hi=ts=8,tickA=-24778,tickB=-24775,ageA=0.0s,ageB=16.5s
2026-04-15T00:23:49.543Z,SOL/USDC,0.01563%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.2s,ageB=0.0s
2026-04-15T00:23:49.992Z,SOL/USDC,0.01634%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=0.4s
2026-04-15T00:23:49.992Z,SOL/USDC,0.01680%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=0.4s
2026-04-15T00:23:50.229Z,SOL/USDC,0.01716%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=0.7s
2026-04-15T00:23:50.238Z,SOL/USDC,0.01751%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=0.7s
2026-04-15T00:23:50.258Z,SOL/USDC,0.01822%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=0.7s
2026-04-15T00:23:50.480Z,SOL/USDC,0.01893%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=0.9s
2026-04-15T00:23:50.614Z,SOL/USDC,0.01930%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=1.1s
2026-04-15T00:23:50.652Z,SOL/USDC,0.01961%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=1.1s
2026-04-15T00:23:51.000Z,SOL/USDC,0.02007%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=1.5s
2026-04-15T00:23:51.002Z,SOL/USDC,0.02054%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=1.5s
2026-04-15T00:23:51.032Z,SOL/USDC,0.02100%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=1.5s
# --- 2026-04-15T00:23:52.107Z | updates: 308 | pools tracked: 2 ---
2026-04-15T00:23:53.068Z,SOL/USDC,0.02135%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=3.5s
2026-04-15T00:23:53.070Z,SOL/USDC,0.02181%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=3.5s
2026-04-15T00:23:53.078Z,SOL/USDC,0.02217%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=3.5s
2026-04-15T00:23:53.189Z,SOL/USDC,0.02221%,hi=ts=8,tickA=-24778,tickB=-24776,ageA=0.0s,ageB=3.6s
2026-04-15T00:23:53.466Z,SOL/USDC,0.02259%,hi=ts=8,tickA=-24779,tickB=-24776,ageA=0.0s,ageB=3.9s
2026-04-15T00:23:53.466Z,SOL/USDC,0.02323%,hi=ts=8,tickA=-24779,tickB=-24776,ageA=0.0s,ageB=3.9s
2026-04-15T00:23:53.527Z,SOL/USDC,0.02818%,hi=ts=8,tickA=-24779,tickB=-24776,ageA=0.0s,ageB=4.0s
2026-04-15T00:23:53.652Z,SOL/USDC,0.02855%,hi=ts=8,tickA=-24779,tickB=-24776,ageA=0.0s,ageB=4.1s
2026-04-15T00:23:53.659Z,SOL/USDC,0.02901%,hi=ts=8,tickA=-24779,tickB=-24776,ageA=0.0s,ageB=4.1s
2026-04-15T00:23:53.789Z,SOL/USDC,0.03054%,hi=ts=8,tickA=-24779,tickB=-24776,ageA=0.0s,ageB=4.2s
2026-04-15T00:23:54.537Z,SOL/USDC,0.03784%,hi=ts=8,tickA=-24780,tickB=-24776,ageA=0.0s,ageB=5.0s
2026-04-15T00:23:54.540Z,SOL/USDC,0.03817%,hi=ts=8,tickA=-24780,tickB=-24776,ageA=0.0s,ageB=5.0s
2026-04-15T00:23:54.796Z,SOL/USDC,0.04192%,hi=ts=8,tickA=-24780,tickB=-24776,ageA=0.0s,ageB=5.3s
2026-04-15T00:23:54.816Z,SOL/USDC,0.04561%,hi=ts=8,tickA=-24781,tickB=-24776,ageA=0.0s,ageB=5.3s
2026-04-15T00:23:54.822Z,SOL/USDC,0.04651%,hi=ts=8,tickA=-24781,tickB=-24776,ageA=0.0s,ageB=5.3s
2026-04-15T00:23:54.872Z,SOL/USDC,0.02267%,hi=ts=8,tickA=-24781,tickB=-24779,ageA=0.1s,ageB=0.0s
2026-04-15T00:23:54.935Z,SOL/USDC,0.02538%,hi=ts=8,tickA=-24781,tickB=-24779,ageA=0.0s,ageB=0.1s
2026-04-15T00:23:54.996Z,SOL/USDC,0.02708%,hi=ts=8,tickA=-24781,tickB=-24779,ageA=0.0s,ageB=0.1s
2026-04-15T00:23:55.698Z,SOL/USDC,0.02774%,hi=ts=8,tickA=-24781,tickB=-24779,ageA=0.0s,ageB=0.8s
2026-04-15T00:23:56.567Z,SOL/USDC,0.01905%,hi=ts=8,tickA=-24781,tickB=-24780,ageA=0.9s,ageB=0.0s
2026-04-15T00:23:58.429Z,SOL/USDC,0.00647%,hi=ts=8,tickA=-24781,tickB=-24781,ageA=2.7s,ageB=0.0s
2026-04-15T00:24:13.628Z,SOL/USDC,0.00647%,hi=ts=8,tickA=-24781,tickB=-24781,ageA=0.0s,ageB=15.2s
2026-04-15T00:24:18.443Z,SOL/USDC,0.00967%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.0s
2026-04-15T00:24:18.446Z,SOL/USDC,0.00971%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.0s
2026-04-15T00:24:18.650Z,SOL/USDC,0.01042%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.2s
2026-04-15T00:24:18.651Z,SOL/USDC,0.01045%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.2s
2026-04-15T00:24:18.716Z,SOL/USDC,0.01062%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.3s
2026-04-15T00:24:18.716Z,SOL/USDC,0.01084%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.3s
2026-04-15T00:24:18.717Z,SOL/USDC,0.01098%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.3s
2026-04-15T00:24:18.717Z,SOL/USDC,0.01098%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.3s
2026-04-15T00:24:18.746Z,SOL/USDC,0.01128%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.3s
2026-04-15T00:24:18.746Z,SOL/USDC,0.01152%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.3s
2026-04-15T00:24:18.799Z,SOL/USDC,0.01180%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.4s
2026-04-15T00:24:18.800Z,SOL/USDC,0.01213%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=20.4s
2026-04-15T00:24:27.203Z,SOL/USDC,0.01213%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=28.8s
2026-04-15T00:24:27.398Z,SOL/USDC,0.01213%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=29.0s
# --- 2026-04-15T00:24:52.107Z | updates: 344 | pools tracked: 2 ---
2026-04-15T00:24:53.128Z,SOL/USDC,0.01213%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=54.7s
2026-04-15T00:25:12.625Z,SOL/USDC,0.01142%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=74.2s
2026-04-15T00:25:12.627Z,SOL/USDC,0.01070%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=74.2s
2026-04-15T00:25:12.627Z,SOL/USDC,0.00999%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=74.2s
2026-04-15T00:25:12.653Z,SOL/USDC,0.00743%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=74.2s
2026-04-15T00:25:12.703Z,SOL/USDC,0.00735%,hi=ts=8,tickA=-24782,tickB=-24781,ageA=0.0s,ageB=74.3s
2026-04-15T00:25:12.714Z,SOL/USDC,0.00494%,hi=ts=8,tickA=-24781,tickB=-24781,ageA=0.0s,ageB=74.3s
2026-04-15T00:25:12.730Z,SOL/USDC,0.00174%,hi=ts=8,tickA=-24781,tickB=-24781,ageA=0.0s,ageB=74.3s
2026-04-15T00:25:12.768Z,SOL/USDC,0.00325%,hi=ts=4,tickA=-24780,tickB=-24781,ageA=0.0s,ageB=74.3s
2026-04-15T00:25:24.218Z,SOL/USDC,0.00704%,hi=ts=4,tickA=-24780,tickB=-24781,ageA=0.0s,ageB=85.8s
2026-04-15T00:25:24.273Z,SOL/USDC,0.00925%,hi=ts=4,tickA=-24780,tickB=-24781,ageA=0.0s,ageB=85.8s
2026-04-15T00:25:24.275Z,SOL/USDC,0.01207%,hi=ts=4,tickA=-24780,tickB=-24781,ageA=0.0s,ageB=85.8s
2026-04-15T00:25:24.430Z,SOL/USDC,0.01352%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=86.0s
2026-04-15T00:25:24.573Z,SOL/USDC,0.01634%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=86.1s
2026-04-15T00:25:25.045Z,SOL/USDC,0.01775%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=86.6s
2026-04-15T00:25:30.749Z,SOL/USDC,0.01776%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=92.3s
2026-04-15T00:25:35.252Z,SOL/USDC,0.01627%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=96.8s
2026-04-15T00:25:35.393Z,SOL/USDC,0.01465%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=97.0s
2026-04-15T00:25:35.429Z,SOL/USDC,0.01355%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=97.0s
# --- 2026-04-15T00:25:52.108Z | updates: 363 | pools tracked: 2 ---
2026-04-15T00:25:53.089Z,SOL/USDC,0.01312%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=114.7s
2026-04-15T00:25:53.143Z,SOL/USDC,0.01291%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=114.7s
2026-04-15T00:26:23.670Z,SOL/USDC,0.01336%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=145.2s
2026-04-15T00:26:23.801Z,SOL/USDC,0.01479%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=145.4s
2026-04-15T00:26:24.674Z,SOL/USDC,0.01746%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=146.2s
2026-04-15T00:26:24.739Z,SOL/USDC,0.02013%,hi=ts=4,tickA=-24779,tickB=-24781,ageA=0.0s,ageB=146.3s
